AC_CLASS;AC_MASS;NUM_ENGS;INCIDENT_MONTH;INCIDENT_YEAR;HEIGHT;SPEED;PHASE_OF_FLT;DAMAGE;BIRDS_STRUCK;SIZE;WARNED
A;1;1;9;2011;0;0;1;N;1;Small;N
A;1;1;5;2013;0;0;1;S;1;Large;N
A;1;1;9;2013;0;0;1;N;1;Small;Y
A;1;1;12;2013;0;0;1;N;1;Small;N
B;1;1;7;2010;0;0;1;N;1;Medium;Y
B;1;1;8;2010;0;0;1;D;2;Large;Unknown
B;1;1;5;2012;0;0;1;N;1;Medium;Unknown
B;1;1;1;2013;0;0;1;N;1;Medium;N
A;2;2;9;2012;0;0;1;N;1;Medium;Unknown
B;2;1;1;2010;0;0;1;N;1;Large;Y
B;2;1;1;2010;0;0;1;N;1;Medium;Y
B;2;1;5;2010;0;0;1;N;1;Small;N
B;2;1;7;2010;0;0;1;N;1;Medium;N
B;2;1;8;2010;0;0;1;N;1;Medium;N
B;2;1;4;2011;0;0;1;N;1;Small;N
B;2;1;2;2012;0;0;1;N;1;Small;N
B;2;2;5;2012;0;0;1;N;1;Unknown;Y
B;2;1;7;2012;0;0;1;N;1;Medium;Y
B;2;1;9;2012;0;0;1;N;1;Small;N
A;3;2;9;2011;0;0;1;N;1;Small;N
A;3;2;9;2012;0;0;1;N;1;Small;Y
A;4;2;6;2010;0;0;1;N;2;Unknown;Unknown
A;4;3;9;2010;0;0;1;N;1;Small;Unknown
A;4;2;2;2012;0;0;1;N;1;Unknown;Unknown
A;4;2;11;2012;0;0;1;N;1;Small;N
A;4;2;1;2010;0;3;1;N;1;Small;Unknown
A;3;2;3;2014;0;5;1;N;2;Small;Unknown
A;4;2;6;2010;0;5;1;N;1;Medium;Unknown
A;5;4;6;2012;0;5;1;N;1;Large;N
B;2;1;6;2010;3;5;1;N;1;Small;N
B;1;1;4;2014;5;5;1;N;1;Small;Y
B;2;1;7;2011;5;5;1;N;1;Medium;Y
A;3;2;11;2010;0;7;1;N;1;Small;Y
A;1;1;6;2010;0;10;1;N;1;Small;Y
A;4;4;8;2010;0;10;1;M;1;Small;N
A;4;2;4;2014;0;10;1;N;1;Medium;Y
A;5;4;8;2012;0;10;1;N;2;Small;N
A;1;1;5;2012;0;15;1;N;1;Medium;Unknown
A;4;2;5;2014;0;15;1;N;1;Large;N
A;1;1;7;2012;0;20;1;N;1;Small;Y
A;1;2;9;2013;0;20;1;N;1;Medium;N
A;4;2;8;2012;0;25;1;N;0;Small;Unknown
A;3;2;2;2011;0;110;1;N;1;Small;Y
A;4;2;6;2010;25;0;2;N;1;Small;Y
A;1;1;11;2011;100;1;2;N;1;Small;Y
B;2;1;6;2010;15;10;2;N;1;Small;Y
B;2;1;5;2013;50;10;2;N;1;Small;N
B;2;2;7;2010;20;15;2;N;1;Small;Y
A;4;3;12;2013;1200;17;2;N;1;Medium;N
A;4;2;2;2013;200;19;2;S;2;Medium;Y
A;4;2;11;2012;5;20;2;N;1;Medium;N
A;1;1;5;2013;15;20;2;N;1;Small;Y
A;3;2;11;2012;100;21;2;N;1;Small;Unknown
A;4;3;11;2011;6000;22;2;N;1;Large;Unknown
B;2;1;11;2010;3;28;2;N;1;Large;N
A;1;1;7;2013;10;30;2;N;1;Small;N
A;2;2;4;2014;10;30;2;N;2;Medium;Y
A;4;2;8;2010;10;30;2;N;1;Small;Unknown
A;3;2;6;2012;100;30;2;N;1;Medium;N
B;2;1;5;2010;300;30;2;N;1;Small;N
A;3;2;9;2010;1000;34;2;M;2;Small;Y
A;1;1;9;2011;2;40;2;N;4;Small;Y
A;1;1;9;2013;10;40;2;N;2;Small;Y
A;1;1;9;2011;50;40;2;N;1;Small;N
A;1;1;7;2013;50;40;2;N;1;Small;Unknown
A;1;1;6;2014;50;40;2;N;1;Small;N
A;1;1;10;2012;10;45;2;N;1;Small;Y
B;1;1;3;2010;200;45;2;N;1;Small;Y
A;1;1;12;2011;2;50;2;M;1;Medium;Y
A;1;1;2;2012;3;50;2;S;1;Large;Unknown
A;1;1;7;2012;3;50;2;D;1;Large;Unknown
A;1;1;8;2012;4;50;2;N;2;Small;Unknown
A;1;1;6;2013;5;50;2;M;1;Small;N
A;1;1;9;2010;10;50;2;N;1;Small;N
A;1;1;8;2012;10;50;2;N;1;Small;N
A;1;1;2;2012;20;50;2;N;1;Small;Y
A;1;1;3;2014;20;50;2;N;1;Small;Y
A;2;2;12;2011;50;50;2;N;1;Small;N
A;1;1;4;2013;100;50;2;N;1;Unknown;N
B;1;1;9;2012;300;50;2;N;1;Small;N
B;1;1;8;2010;350;50;2;N;1;Unknown;N
A;1;1;9;2013;400;50;2;N;1;Small;N
A;1;1;2;2013;5;52;2;M;1;Large;N
A;1;1;11;2012;2;53;2;N;1;Small;Y
A;1;1;5;2014;2;55;2;M;1;Large;Y
A;1;1;7;2011;5;55;2;N;1;Large;N
A;1;1;5;2014;20;55;2;N;1;Small;Y
A;1;1;7;2013;25;55;2;N;1;Small;N
A;1;1;8;2012;50;55;2;N;2;Small;Unknown
B;1;1;5;2014;60;55;2;M;1;Medium;Y
A;3;2;6;2010;3;60;2;N;1;Small;N
A;1;1;8;2010;5;60;2;M;1;Large;N
A;1;1;9;2011;5;60;2;N;1;Small;N
A;1;1;9;2011;5;60;2;N;1;Small;N
A;1;1;11;2011;5;60;2;N;1;Small;N
A;1;1;8;2013;5;60;2;N;1;Medium;Y
A;1;1;12;2013;5;60;2;N;1;Small;Y
A;1;1;6;2014;5;60;2;N;1;Small;N
A;1;1;9;2010;10;60;2;N;1;Small;Y
A;1;1;10;2011;10;60;2;N;1;Large;N
A;1;1;8;2012;10;60;2;N;1;Small;Y
A;1;1;12;2012;10;60;2;N;1;Small;Y
A;1;1;10;2010;15;60;2;N;2;Small;N
A;1;1;3;2011;15;60;2;N;1;Small;N
A;2;1;10;2013;40;60;2;N;1;Small;N
A;1;1;10;2010;50;60;2;N;1;Medium;Y
A;1;1;9;2012;50;60;2;N;1;Large;N
A;1;1;5;2013;50;60;2;N;1;Small;Unknown
A;1;1;11;2011;100;60;2;N;2;Small;Y
B;1;1;3;2012;100;60;2;N;1;Unknown;Y
A;1;1;10;2013;150;60;2;N;1;Small;Unknown
A;1;1;2;2014;150;60;2;N;1;Small;Unknown
A;1;1;11;2010;200;60;2;N;1;Medium;N
A;1;1;9;2011;200;60;2;N;1;Small;N
A;3;2;4;2010;200;60;2;N;1;Small;N
A;1;1;5;2013;250;60;2;N;2;Small;Unknown
A;1;1;6;2012;500;60;2;N;1;Large;Y
B;2;2;9;2012;500;60;2;N;1;Medium;Y
B;1;1;3;2014;600;60;2;N;1;Large;Unknown
B;2;1;7;2012;700;60;2;N;1;Medium;Y
A;1;1;7;2012;200;61;2;N;1;Medium;N
A;1;1;5;2011;4;65;2;N;1;Medium;Unknown
A;1;1;3;2011;5;65;2;N;1;Small;Y
A;1;1;7;2013;5;65;2;N;1;Small;Unknown
A;2;2;10;2011;5;65;2;N;1;Medium;N
A;1;1;6;2010;10;65;2;N;1;Small;Y
A;1;1;6;2011;10;65;2;N;1;Small;Y
A;1;1;7;2012;10;65;2;N;1;Small;N
A;1;1;8;2012;20;65;2;N;1;Medium;Y
A;1;1;10;2013;30;65;2;N;1;Small;N
A;1;1;5;2011;40;65;2;N;1;Small;N
A;1;1;10;2011;40;65;2;M;1;Large;N
A;1;1;11;2011;50;65;2;N;1;Small;N
A;1;1;7;2012;50;65;2;N;1;Large;N
A;1;1;7;2013;50;65;2;M;1;Small;N
A;1;1;3;2014;50;65;2;N;1;Medium;Y
A;1;1;8;2013;55;65;2;N;2;Small;Y
A;1;1;2;2011;60;65;2;M?;1;Medium;Y
A;1;1;5;2014;70;65;2;N;1;Small;Y
A;1;1;2;2013;75;65;2;M;1;Medium;Y
A;1;1;10;2011;100;65;2;M;1;Medium;N
A;1;1;9;2012;100;65;2;M;1;Medium;Y
A;1;1;10;2012;100;65;2;N;1;Small;Y
A;1;1;7;2013;100;65;2;N;1;Medium;Y
A;1;1;8;2013;100;65;2;N;1;Small;N
A;1;1;3;2011;200;65;2;N;1;Small;N
A;1;1;6;2011;200;65;2;S;1;Large;N
A;1;1;10;2012;200;65;2;N;1;Small;N
A;1;1;11;2013;200;65;2;N;2;Small;N
A;1;1;2;2011;250;65;2;N;1;Small;N
A;1;1;4;2013;300;65;2;N;1;Medium;N
A;1;1;6;2013;300;65;2;N;2;Small;Y
A;1;1;12;2010;400;65;2;N;1;Small;Y
A;1;1;10;2012;600;65;2;N;1;Unknown;Unknown
A;1;1;10;2011;700;65;2;M?;1;Medium;N
A;1;1;9;2012;700;65;2;M;1;Small;N
A;1;1;7;2013;700;65;2;N;1;Small;N
A;1;1;11;2010;800;65;2;M;2;Medium;N
A;1;2;3;2010;2;70;2;S;1;Large;Unknown
;1;;12;2011;3;70;2;S;0;Large;Unknown
A;1;1;7;2010;3;70;2;M;1;Medium;N
A;1;1;7;2010;5;70;2;N;1;Small;N
A;1;1;10;2012;5;70;2;N;1;Small;Y
A;1;1;8;2013;5;70;2;N;1;Small;N
A;2;2;4;2013;5;70;2;N;1;Small;Unknown
A;1;1;4;2011;6;70;2;M;1;Large;N
A;1;1;3;2010;10;70;2;N;1;Small;N
A;1;1;6;2010;10;70;2;N;1;Medium;Y
A;1;1;1;2011;10;70;2;N;2;Small;Y
A;1;1;11;2011;10;70;2;N;1;Small;N
A;2;2;4;2014;15;70;2;N;1;Small;N
A;1;1;7;2012;20;70;2;N;2;Small;N
A;1;1;9;2013;25;70;2;M;2;Small;N
;1;;8;2013;30;70;2;N;1;Small;Y
A;1;1;6;2012;50;70;2;S;1;Large;N
A;1;1;8;2012;50;70;2;M;1;Small;N
A;1;1;5;2013;50;70;2;N;1;Small;Y
A;1;1;6;2013;50;70;2;N;1;Medium;Y
A;1;1;8;2013;50;70;2;M;2;Small;N
A;1;1;8;2013;50;70;2;N;1;Medium;N
A;1;1;9;2012;100;70;2;N;1;Small;Y
A;1;1;5;2012;150;70;2;N;1;Small;N
A;1;1;12;2012;200;70;2;S;1;Large;N
A;2;2;4;2014;200;70;2;N;1;Unknown;N
B;3;2;5;2013;200;70;2;N;1;Medium;N
A;1;1;11;2012;250;70;2;M;1;Medium;Unknown
A;1;1;6;2011;300;70;2;M;1;Small;Y
A;1;1;6;2011;300;70;2;N;1;Small;N
A;1;1;2;2014;400;70;2;N;1;Medium;Y
B;2;1;10;2013;400;70;2;N;1;Small;N
A;1;1;6;2011;450;70;2;N;1;Small;Y
A;1;1;6;2014;500;70;2;N;1;Small;N
B;1;1;10;2011;500;70;2;N;1;Small;N
A;1;1;2;2013;600;70;2;N;1;Medium;N
B;1;1;6;2011;800;70;2;N;1;Small;N
A;1;1;4;2013;1000;70;2;N;1;Large;Y
A;1;1;7;2012;5;75;2;N;1;Medium;N
A;2;2;11;2012;5;75;2;N;1;Medium;Y
A;1;1;4;2011;10;75;2;N;1;Small;N
A;1;1;7;2013;10;75;2;N;1;Small;Unknown
A;1;1;9;2011;20;75;2;N;1;Small;Y
A;1;1;3;2010;25;75;2;M;1;Small;N
A;1;1;9;2010;25;75;2;M?;1;Medium;Y
A;2;2;7;2012;30;75;2;N;1;Small;N
A;1;1;9;2011;35;75;2;N;1;Small;Y
A;1;1;4;2014;50;75;2;S;1;Large;N
A;1;1;8;2013;150;75;2;M?;1;Medium;N
B;2;1;5;2011;150;75;2;N;1;Small;N
A;1;1;4;2011;200;75;2;N;1;Medium;Y
A;1;1;10;2012;300;75;2;N;1;Small;N
A;1;1;8;2013;350;75;2;N;1;Small;Unknown
A;1;1;2;2012;400;75;2;N;1;Small;Y
A;1;1;7;2012;400;75;2;N;1;Small;N
A;1;1;11;2012;400;75;2;M;1;Large;Y
A;1;1;1;2013;400;75;2;N;1;Large;Y
A;1;1;5;2014;400;75;2;N;2;Small;N
A;1;1;1;2010;500;75;2;M?;1;Medium;N
A;1;1;11;2012;500;75;2;N;1;Small;Unknown
A;1;1;12;2012;500;75;2;M?;1;Medium;Unknown
A;1;1;3;2013;500;75;2;N;1;Small;N
A;1;1;4;2013;500;75;2;M?;1;Medium;N
A;1;1;8;2013;500;75;2;M;1;Medium;N
A;1;1;4;2012;600;75;2;N;1;Medium;N
A;1;1;10;2013;650;75;2;N;1;Small;Y
A;1;1;5;2011;900;75;2;N;1;Medium;N
A;1;1;8;2012;1500;75;2;N;1;Unknown;Unknown
A;1;1;8;2011;20;78;2;N;2;Small;N
A;1;1;7;2012;700;78;2;N;1;Small;N
A;2;2;8;2013;3;80;2;N;1;Medium;N
A;1;1;2;2010;5;80;2;N;1;Small;N
A;1;1;8;2010;5;80;2;N;1;Medium;N
A;2;2;9;2011;5;80;2;N;1;Medium;Y
A;3;2;8;2011;5;80;2;N;2;Small;Y
A;3;2;9;2013;5;80;2;N;2;Medium;Y
A;3;2;5;2014;5;80;2;N;1;Small;Y
A;4;2;9;2012;5;80;2;N;1;Medium;Unknown
A;1;1;3;2010;10;80;2;M;1;Large;N
A;1;1;5;2010;10;80;2;M;1;Medium;N
A;1;1;9;2011;10;80;2;M;1;Large;Y
A;1;1;5;2013;10;80;2;M;1;Medium;Unknown
A;1;1;8;2013;10;80;2;N;1;Small;N
A;1;2;9;2013;10;80;2;N;2;Small;Y
A;2;2;7;2011;10;80;2;N;1;Small;N
A;2;2;2;2012;10;80;2;N;2;Medium;N
A;2;2;5;2012;10;80;2;N;3;Small;Y
A;2;1;6;2013;10;80;2;N;2;Small;Unknown
A;2;1;7;2013;10;80;2;N;2;Small;N
A;3;2;10;2013;10;80;2;N;1;Medium;N
A;2;2;2;2011;15;80;2;N;1;Small;N
A;2;2;9;2011;15;80;2;N;1;Small;Y
A;1;1;3;2013;20;80;2;N;1;Medium;N
A;3;2;12;2010;20;80;2;N;1;Small;N
A;4;2;10;2013;20;80;2;N;1;Small;N
A;2;2;5;2013;25;80;2;M;1;Medium;N
A;1;1;9;2010;30;80;2;N;1;Small;Y
A;1;1;2;2010;30;80;2;N;1;Large;Unknown
A;2;1;7;2012;30;80;2;N;2;Large;N
A;1;1;5;2013;40;80;2;N;1;Large;N
A;2;2;7;2011;40;80;2;N;1;Small;N
A;2;1;7;2012;40;80;2;M;1;Medium;Y
;1;;7;2013;50;80;2;N;1;Small;N
A;1;1;8;2010;50;80;2;N;1;Small;Y
A;1;2;6;2011;50;80;2;N;1;Small;N
A;1;1;10;2012;50;80;2;N;1;Small;Y
A;1;1;1;2013;50;80;2;N;1;Small;Unknown
A;1;1;9;2013;50;80;2;N;1;Medium;Unknown
A;1;1;9;2013;50;80;2;M;1;Large;Y
A;2;2;7;2010;50;80;2;N;1;Medium;N
A;2;2;8;2011;50;80;2;N;1;Small;Y
A;3;2;7;2013;50;80;2;N;2;Small;N
A;1;1;8;2011;100;80;2;N;1;Small;N
A;2;2;9;2012;100;80;2;M;1;Medium;Unknown
;1;;5;2012;200;80;2;N;1;Small;N
A;1;1;4;2010;200;80;2;N;2;Small;N
A;1;1;1;2010;200;80;2;M;1;Small;N
A;1;1;10;2011;200;80;2;N;1;Small;Y
A;1;1;9;2012;200;80;2;N;1;Small;Y
A;1;2;5;2013;200;80;2;N;1;Small;Y
A;1;1;10;2010;300;80;2;N;1;Medium;N
A;2;2;10;2013;300;80;2;M?;1;Small;N
B;2;1;5;2012;350;80;2;M;1;Medium;N
A;1;1;1;2010;500;80;2;N;1;Medium;Y
A;1;1;10;2010;500;80;2;N;1;Small;N
A;1;1;6;2011;500;80;2;N;1;Small;Y
A;1;2;1;2013;500;80;2;M;1;Large;Y
B;1;1;6;2010;500;80;2;N;1;Medium;N
B;1;1;12;2011;500;80;2;M;1;Small;N
B;2;1;4;2012;500;80;2;M;1;Unknown;Unknown
A;1;1;5;2010;600;80;2;N;1;Medium;N
A;1;1;9;2010;600;80;2;N;1;Small;N
A;1;1;5;2012;600;80;2;N;1;Small;N
A;1;1;6;2013;700;80;2;N;1;Small;Y
A;3;2;7;2013;700;80;2;N;1;Small;Y
;1;;3;2010;800;80;2;N;1;Small;N
A;1;1;7;2011;800;80;2;N;1;Small;Y
A;1;1;8;2011;800;80;2;M;1;Unknown;N
A;1;1;9;2011;800;80;2;N;1;Small;N
A;1;1;9;2012;800;80;2;N;2;Small;Unknown
B;2;1;4;2010;800;80;2;M;1;Medium;N
B;2;2;10;2010;800;80;2;N;1;Small;Y
A;1;1;3;2010;900;80;2;M;1;Medium;N
A;1;1;5;2010;1000;80;2;N;1;Small;Unknown
A;1;1;4;2013;1000;80;2;M;1;Medium;Unknown
A;1;1;9;2011;1100;80;2;S;1;Large;N
A;1;1;3;2014;1200;80;2;N;1;Medium;Y
A;1;1;11;2011;1300;80;2;M;1;Medium;N
A;1;1;7;2012;20;84;2;N;1;Small;Y
A;1;1;5;2013;1;85;2;S;2;Large;N
A;1;1;8;2010;6;85;2;N;1;Medium;N
A;3;2;9;2010;10;85;2;N;1;Small;Y
A;2;2;9;2013;20;85;2;M;2;Large;N
A;1;1;7;2010;40;85;2;M?;1;Small;Y
A;3;2;11;2012;40;85;2;N;2;Small;N
A;4;2;11;2012;40;85;2;N;2;Small;N
A;1;1;2;2011;50;85;2;N;1;Small;Y
A;1;2;8;2013;50;85;2;N;1;Small;N
A;1;1;7;2010;100;85;2;N;1;Small;N
A;3;2;5;2013;100;85;2;N;1;Medium;N
A;1;2;10;2010;300;85;2;M;1;Small;N
A;1;1;1;2012;300;85;2;N;1;Small;N
A;1;1;2;2013;700;85;2;S;1;Large;N
A;1;1;4;2012;800;85;2;M;1;Medium;N
A;1;1;12;2013;800;85;2;M;1;Medium;N
A;3;2;9;2010;800;85;2;N;1;Small;Y
A;1;1;9;2011;850;85;2;N;1;Unknown;N
A;1;1;9;2012;1000;85;2;M;1;Large;N
A;1;1;3;2014;1300;86;2;M;1;Large;N
A;2;2;4;2011;10;89;2;N;1;Medium;Y
A;2;2;11;2010;2;90;2;S;2;Medium;Y
A;3;2;8;2013;3;90;2;M;1;Medium;N
A;2;2;9;2010;4;90;2;N;1;Medium;N
A;1;2;8;2010;5;90;2;M;2;Large;N
A;2;2;9;2010;5;90;2;N;1;Small;N
A;2;2;1;2012;5;90;2;N;2;Medium;N
A;2;2;6;2012;5;90;2;N;1;Small;N
A;2;2;10;2013;5;90;2;D;1;Large;Unknown
A;3;2;7;2011;5;90;2;N;1;Small;N
A;4;2;1;2012;5;90;2;N;1;Medium;N
A;4;2;8;2013;5;90;2;N;1;Small;N
A;3;2;10;2011;8;90;2;N;1;Large;Y
A;2;2;1;2012;10;90;2;N;1;Small;N
A;3;2;7;2010;10;90;2;N;1;Small;N
A;3;2;12;2010;10;90;2;N;1;Small;Y
A;3;2;6;2013;10;90;2;N;1;Small;N
A;3;2;10;2013;10;90;2;N;1;Small;Unknown
A;3;2;10;2010;15;90;2;N;1;Small;Y
A;3;2;8;2010;20;90;2;N;1;Medium;Unknown
A;3;2;7;2012;20;90;2;N;1;Small;Unknown
A;3;2;7;2012;20;90;2;N;1;Small;Y
A;1;1;10;2010;30;90;2;N;2;Small;Y
A;3;2;1;2010;30;90;2;N;2;Small;Y
A;3;2;9;2012;30;90;2;N;2;Small;Y
;1;;10;2012;40;90;2;M;2;Small;Unknown
A;4;2;3;2014;40;90;2;N;1;Medium;Y
A;1;1;9;2011;50;90;2;N;1;Small;Unknown
A;2;1;8;2012;50;90;2;N;1;Medium;Y
A;2;2;2;2013;50;90;2;N;2;Small;Y
A;2;2;5;2013;50;90;2;N;0;Large;Unknown
A;2;2;5;2013;50;90;2;N;0;Large;Unknown
A;2;2;5;2013;50;90;2;N;1;Medium;N
A;3;2;9;2013;50;90;2;M;1;Medium;Y
A;3;2;11;2013;50;90;2;S;2;Medium;N
A;3;2;5;2014;50;90;2;N;2;Small;Y
A;3;2;12;2012;60;90;2;N;1;Small;N
A;1;1;11;2011;100;90;2;N;2;Small;N
A;1;1;12;2011;100;90;2;N;1;Large;N
A;1;1;9;2013;100;90;2;S;1;Large;Y
A;2;1;4;2014;100;90;2;N;1;Small;N
A;3;2;7;2011;100;90;2;N;1;Unknown;Y
A;3;2;8;2013;100;90;2;N;3;Small;Y
B;2;1;5;2011;150;90;2;S;2;Large;N
A;1;1;9;2013;200;90;2;M?;1;Large;N
A;2;2;5;2010;200;90;2;N;1;Large;N
A;2;1;1;2012;200;90;2;M;1;Small;N
A;2;2;5;2014;200;90;2;N;1;Small;N
A;1;1;8;2011;300;90;2;N;1;Small;Y
A;1;1;10;2012;300;90;2;M;1;Small;N
A;1;2;3;2012;350;90;2;S;1;Large;N
A;1;1;3;2012;400;90;2;S;1;Large;N
A;1;1;5;2013;400;90;2;M?;1;Medium;N
A;2;2;5;2010;400;90;2;N;1;Medium;N
A;2;2;5;2010;400;90;2;N;1;Small;N
A;2;2;4;2014;400;90;2;N;1;Small;N
A;1;1;9;2010;500;90;2;M;1;Medium;N
A;1;1;9;2013;500;90;2;S;1;Large;Y
A;1;1;3;2014;500;90;2;S;1;Large;Y
A;2;2;5;2012;500;90;2;N;1;Small;N
A;1;1;11;2010;600;90;2;M;1;Large;Unknown
A;2;2;11;2013;700;90;2;M?;2;Medium;N
A;1;1;5;2011;800;90;2;N;1;Small;Y
A;1;1;4;2012;800;90;2;N;1;Medium;N
A;1;1;8;2012;800;90;2;N;1;Small;Y
A;1;1;3;2013;800;90;2;N;1;Small;N
A;4;4;4;2014;800;90;2;N;1;Unknown;N
A;1;1;4;2014;850;90;2;M;1;Medium;N
A;1;1;3;2013;900;90;2;S;1;Large;N
B;2;1;5;2011;900;90;2;N;1;Small;N
A;1;1;4;2011;1000;90;2;M?;1;Large;N
A;1;1;10;2011;1000;90;2;M;1;Large;Y
A;1;1;3;2012;1000;90;2;M;1;Large;N
A;1;1;9;2012;1000;90;2;N;1;Small;N
A;1;1;7;2013;1000;90;2;N;1;Small;Y
A;1;1;9;2013;1000;90;2;N;1;Small;N
A;1;1;4;2014;1000;90;2;N;1;Small;N
B;2;1;9;2010;1000;90;2;N;1;Small;N
A;1;1;3;2010;1200;90;2;S;1;Medium;N
A;1;1;10;2011;1200;90;2;N;1;Medium;N
A;1;1;10;2013;1400;90;2;N;1;Small;N
A;1;1;3;2012;1600;90;2;M;2;Large;N
A;1;1;9;2013;1600;90;2;N;1;Large;Y
B;2;2;6;2012;1800;90;2;N;1;Medium;Y
A;1;1;10;2011;1900;90;2;N;1;Small;N
A;1;1;10;2011;2000;90;2;M;1;Medium;Unknown
B;2;2;4;2013;2000;90;2;N;1;Small;Unknown
A;1;1;4;2011;755;92;2;N;1;Small;Y
A;2;2;9;2012;10;95;2;N;1;Small;N
A;3;2;12;2011;10;95;2;N;1;Small;N
A;3;2;8;2012;10;95;2;N;2;Small;Unknown
A;1;2;9;2012;20;95;2;N;2;Small;Unknown
A;2;2;3;2011;20;95;2;N;1;Small;Y
A;2;1;7;2013;20;95;2;N;1;Small;N
A;2;2;12;2011;50;95;2;N;1;Small;Unknown
A;1;1;11;2012;100;95;2;N;1;Small;Y
A;2;2;9;2012;100;95;2;N;1;Small;Y
A;2;1;3;2013;100;95;2;N;0;Large;Unknown
A;1;1;12;2013;150;95;2;N;1;Small;N
A;2;2;10;2010;300;95;2;N;1;Large;N
A;2;2;4;2014;300;95;2;N;1;Large;Y
A;2;1;9;2012;800;95;2;N;1;Unknown;Unknown
A;1;1;4;2011;1000;95;2;S;1;Medium;Unknown
A;1;1;10;2011;1500;95;2;M?;1;Medium;Unknown
A;4;2;5;2011;1;100;2;N;1;Small;N
A;2;2;9;2010;2;100;2;N;1;Small;Y
A;2;2;5;2011;2;100;2;N;2;Small;N
A;2;2;7;2012;2;100;2;N;1;Small;N
A;1;1;1;2011;3;100;2;M?;1;Medium;N
A;1;2;9;2010;5;100;2;N;1;Small;Unknown
A;2;1;10;2013;5;100;2;N;1;Large;Y
A;2;1;12;2013;5;100;2;N;2;Small;Y
A;3;2;8;2010;5;100;2;M;1;Medium;N
A;3;2;5;2013;5;100;2;N;1;Small;Y
A;3;2;8;2013;5;100;2;N;2;Small;Y
A;4;2;1;2012;5;100;2;N;1;Small;Unknown
B;2;1;1;2011;8;100;2;N;1;Small;N
A;1;1;10;2010;10;100;2;N;1;Medium;N
A;1;1;7;2011;10;100;2;N;2;Medium;Y
A;2;2;7;2011;10;100;2;N;1;Medium;Y
A;2;1;7;2011;10;100;2;N;1;Small;N
A;2;2;8;2012;10;100;2;N;1;Small;N
A;2;2;7;2013;10;100;2;N;2;Small;Y
A;2;2;6;2014;10;100;2;N;1;Small;N
A;3;2;7;2010;10;100;2;N;1;Small;Unknown
A;3;2;7;2010;10;100;2;N;2;Small;Y
A;3;2;8;2010;10;100;2;N;1;Medium;N
A;3;2;9;2010;10;100;2;N;1;Small;Y
A;3;2;9;2010;10;100;2;N;2;Large;N
A;3;2;7;2011;10;100;2;N;1;Medium;Y
A;3;2;9;2011;10;100;2;N;1;Small;Y
A;3;2;9;2011;10;100;2;N;2;Small;Y
A;3;2;10;2011;10;100;2;N;1;Unknown;N
A;3;2;11;2011;10;100;2;N;1;Small;Y
A;3;2;5;2012;10;100;2;N;1;Medium;Y
A;3;2;10;2012;10;100;2;N;1;Small;Unknown
A;3;2;7;2013;10;100;2;N;3;Small;Y
A;3;2;8;2013;10;100;2;N;1;Small;Unknown
A;3;2;8;2013;10;100;2;N;2;Small;Unknown
A;3;2;9;2013;10;100;2;N;1;Small;Y
A;3;2;3;2014;10;100;2;N;1;Small;Y
A;4;2;2;2010;10;100;2;N;2;Small;N
A;4;2;8;2010;10;100;2;N;1;Small;N
A;4;2;11;2011;10;100;2;N;2;Small;N
A;4;2;4;2014;10;100;2;N;1;Large;N
A;4;2;5;2014;10;100;2;N;1;Small;Y
A;4;4;6;2014;10;100;2;N;2;Small;Unknown
A;4;2;7;2011;12;100;2;N;1;Small;Y
A;2;2;9;2011;15;100;2;N;1;Small;Y
A;2;2;7;2013;15;100;2;N;1;Small;N
A;1;1;10;2012;20;100;2;N;1;Small;N
A;2;2;4;2011;20;100;2;N;1;Medium;N
A;3;2;7;2010;20;100;2;N;1;Small;N
A;3;2;9;2011;20;100;2;N;1;Medium;N
A;3;2;8;2013;20;100;2;M;1;Small;N
A;4;2;9;2010;20;100;2;N;1;Large;Y
A;4;2;5;2013;20;100;2;N;2;Small;Y
A;4;2;8;2013;20;100;2;N;1;Medium;Unknown
A;2;1;8;2011;25;100;2;N;1;Small;N
A;2;2;1;2012;25;100;2;N;1;Small;Unknown
A;3;2;7;2012;25;100;2;N;1;Small;Unknown
A;4;3;9;2010;25;100;2;N;1;Small;Unknown
A;4;2;9;2010;35;100;2;N;1;Small;Y
A;4;2;3;2013;40;100;2;N;1;Small;Unknown
A;4;2;8;2013;40;100;2;N;2;Small;Unknown
A;2;2;8;2010;50;100;2;N;1;Small;N
A;2;2;4;2011;50;100;2;N;1;Small;N
A;2;2;1;2012;50;100;2;N;1;Medium;N
A;2;2;6;2012;50;100;2;N;1;Large;N
A;3;2;12;2010;50;100;2;N;1;Small;Y
A;3;2;8;2011;50;100;2;N;1;Small;N
A;3;2;9;2011;50;100;2;M;1;Small;Y
A;3;2;9;2011;50;100;2;N;1;Small;N
A;3;2;6;2013;50;100;2;N;2;Small;N
A;3;2;7;2013;50;100;2;N;1;Small;Y
A;3;2;2;2014;50;100;2;N;2;Small;N
A;4;2;1;2010;50;100;2;N;1;Medium;Y
A;4;2;9;2010;50;100;2;N;1;Large;N
A;4;2;5;2011;50;100;2;N;1;Small;Y
A;4;2;8;2011;50;100;2;N;2;Medium;N
A;4;2;8;2011;50;100;2;N;1;Small;N
A;4;2;8;2011;50;100;2;N;2;Small;Y
A;4;2;10;2011;50;100;2;N;1;Small;N
A;4;2;6;2012;50;100;2;N;1;Small;N
